run_id,time,regime,temperature_c,wind_speed,wind_direction_deg,rain_intensity
ugv_edf,1.77184e+09,rainy,16.7856,6.98268,311.72,5.34894
ugv_edf,1.77184e+09,rainy,16.366,5.79759,309.168,5.00255
ugv_edf,1.77184e+09,rainy,16.5917,5.57334,311.408,5.21065
ugv_edf,1.77184e+09,rainy,16.9698,5.59015,307.232,5.07206
ugv_edf,1.77184e+09,rainy,17.3347,6.13268,309.1,5.16139
ugv_edf,1.77184e+09,rainy,17.8342,5.07366,315.656,5.09837
ugv_edf,1.77184e+09,rainy,17.9086,5.87102,312.542,5.5784
ugv_edf,1.77184e+09,rainy,17.9285,5.60922,310.075,5.3508
ugv_edf,1.77184e+09,rainy,17.5929,5.82865,309.614,5.70211
ugv_edf,1.77184e+09,rainy,17.5929,5.82865,309.614,5.70211
ugv_edf,1.77184e+09,rainy,17.2644,4.20395,318.816,5.895
ugv_edf,1.77184e+09,rainy,17.7842,4.26686,321.153,6.2852
ugv_edf,1.77184e+09,rainy,17.9214,4.56725,320.131,5.81128
ugv_edf,1.77184e+09,rainy,17.9468,4.07948,321.105,5.58552
ugv_edf,1.77184e+09,rainy,17.5793,3.93943,314.492,5.90442
ugv_edf,1.77184e+09,rainy,18.088,4.02633,311.686,5.61666
ugv_edf,1.77184e+09,rainy,18.0121,4.48646,314.054,5.4249
ugv_edf,1.77184e+09,rainy,17.9785,5.90016,314.109,5.23439
ugv_edf,1.77184e+09,rainy,17.6058,6.03565,312.505,5.1548
ugv_edf,1.77184e+09,rainy,17.3916,5.48176,318.412,3.80488
ugv_edf,1.77184e+09,rainy,17.3916,5.48176,318.412,3.80488
ugv_edf,1.77184e+09,rainy,16.5389,4.65816,317.476,4.28298
ugv_edf,1.77184e+09,rainy,17.0153,5.10443,319.673,4.0086
ugv_edf,1.77184e+09,rainy,18.0019,5.2328,321.095,3.69496
ugv_edf,1.77184e+09,rainy,18.1828,5.23457,314.146,3.96105
ugv_edf,1.77184e+09,rainy,17.8525,4.11147,316.822,3.80926
ugv_edf,1.77184e+09,rainy,17.5392,4.49693,322.004,4.42548
ugv_edf,1.77184e+09,rainy,17.4137,4.16372,319.472,5.22206
ugv_edf,1.77184e+09,rainy,17.1881,4.77963,320.116,4.79405
ugv_edf,1.77184e+09,rainy,16.896,5.20132,319.65,4.01151
ugv_edf,1.77184e+09,rainy,17.7753,6.02722,319.39,3.79042
ugv_edf,1.77184e+09,rainy,17.7753,6.02722,319.39,3.79042
ugv_edf,1.77184e+09,rainy,17.4554,7.09589,320.801,4.67617
ugv_edf,1.77184e+09,rainy,17.3993,5.90981,317.613,4.55346
ugv_edf,1.77184e+09,rainy,16.9329,5.75437,317.67,4.46527
ugv_edf,1.77184e+09,rainy,16.8232,7.22208,315.721,3.67152
ugv_edf,1.77184e+09,rainy,17.0049,6.61687,319.053,3.25492
ugv_edf,1.77184e+09,rainy,17.2579,6.63632,321.719,3.00756
ugv_edf,1.77184e+09,rainy,17.6565,6.80058,326.412,3.71107
ugv_edf,1.77184e+09,cloudy,17.0715,5.79069,326.42,3.29102
ugv_edf,1.77184e+09,cloudy,17.9825,5.05708,331.206,2.94729
ugv_edf,1.77184e+09,cloudy,17.886,5.22647,326.01,2.78273
ugv_edf,1.77184e+09,cloudy,17.886,5.22647,326.01,2.78273
ugv_edf,1.77184e+09,cloudy,18.0423,4.51359,326.088,2.17883
ugv_edf,1.77184e+09,cloudy,18.2499,4.28679,327.981,1.93864
ugv_edf,1.77184e+09,cloudy,18.3384,4.35719,333,1.93481
ugv_edf,1.77184e+09,cloudy,18.5893,4.33789,330.431,1.48425
ugv_edf,1.77184e+09,cloudy,18.5396,4.13715,330.012,1.48847
ugv_edf,1.77184e+09,cloudy,18.3602,4.0079,328.917,1.44138
ugv_edf,1.77184e+09,cloudy,18.3584,4.05001,329.669,1.11645
ugv_edf,1.77184e+09,cloudy,18.4218,3.78729,331.26,0.99304
ugv_edf,1.77184e+09,cloudy,17.8067,4.34982,328.323,0.767686
ugv_edf,1.77184e+09,rainy,17.4709,4.46042,323.465,1.55167
ugv_edf,1.77184e+09,rainy,17.4709,4.46042,323.465,1.55167
ugv_edf,1.77184e+09,rainy,17.2051,5.18042,322.037,0.904179
ugv_edf,1.77184e+09,rainy,17.0721,3.59959,313.116,1.56162
ugv_edf,1.77184e+09,rainy,17.1706,3.46974,307.87,1.43843
ugv_edf,1.77184e+09,rainy,17.6497,3.43089,306.477,1.39046
ugv_edf,1.77184e+09,rainy,17.957,3.30374,307.159,1.81861
ugv_edf,1.77184e+09,rainy,17.4592,3.96945,305.355,2.49875
ugv_edf,1.77184e+09,rainy,17.6969,4.4666,306.801,2.63367
ugv_edf,1.77184e+09,rainy,18.6972,5.70277,302.804,2.44607
ugv_edf,1.77184e+09,rainy,18.5113,6.64226,305.844,2.80958
ugv_edf,1.77184e+09,rainy,18.0588,5.64552,310.624,2.80697
ugv_edf,1.77184e+09,rainy,18.0588,5.64552,310.624,2.80697
ugv_edf,1.77184e+09,rainy,18.3486,5.9535,310.738,2.36274
ugv_edf,1.77184e+09,rainy,18.1291,5.47995,307.562,2.97197
ugv_edf,1.77184e+09,rainy,17.6769,5.51575,308.525,3.65245
ugv_edf,1.77184e+09,rainy,18.3768,5.19584,302.144,3.89801
ugv_edf,1.77184e+09,rainy,18.0402,5.61807,303.085,4.49173
ugv_edf,1.77184e+09,rainy,18.2261,5.71067,300.037,4.92946
ugv_edf,1.77184e+09,rainy,18.2806,6.68601,300.613,4.73143
ugv_edf,1.77184e+09,rainy,17.583,6.17727,305.875,3.91179
ugv_edf,1.77184e+09,rainy,17.3436,6.29931,301.983,3.35749
ugv_edf,1.77184e+09,rainy,17.4428,6.02384,308.231,3.61914
ugv_edf,1.77184e+09,rainy,17.4428,6.02384,308.231,3.61914
ugv_edf,1.77184e+09,rainy,18.2407,6.27674,307.822,4.89971
ugv_edf,1.77184e+09,rainy,17.2891,6.23908,308.053,4.67883
ugv_edf,1.77184e+09,rainy,17.097,6.61308,303.83,4.89769
ugv_edf,1.77184e+09,windy,17.0134,7.50348,299.588,4.30884
ugv_edf,1.77184e+09,windy,17.3612,8.68724,301.839,4.0782
ugv_edf,1.77184e+09,windy,16.8084,8.38498,304.17,3.64619
ugv_edf,1.77184e+09,windy,16.7625,9.02618,301.62,3.27006
ugv_edf,1.77184e+09,windy,16.1654,9.26166,296.861,3.02121
ugv_edf,1.77184e+09,windy,15.712,8.42725,295.23,2.90891
ugv_edf,1.77184e+09,windy,15.819,7.42973,300.528,2.6217
ugv_edf,1.77184e+09,windy,15.819,7.42973,300.528,2.6217
ugv_edf,1.77184e+09,windy,15.7132,5.8174,299.093,2.22792
ugv_edf,1.77184e+09,windy,15.0645,6.20386,306.177,2.04387
ugv_edf,1.77184e+09,windy,14.9842,7.11165,306.855,1.99054
ugv_edf,1.77184e+09,windy,15.0513,7.12257,310.454,1.84388
ugv_edf,1.77184e+09,windy,15.2994,7.06204,318.322,1.63673
ugv_edf,1.77184e+09,windy,15.4967,8.35481,316.682,1.50984
ugv_edf,1.77184e+09,windy,14.8569,9.84423,302.893,1.27951
ugv_edf,1.77184e+09,windy,15.35,9.22522,307.587,1.12104
ugv_edf,1.77184e+09,windy,15.9143,8.22952,302.412,1.19858
ugv_edf,1.77184e+09,windy,16.6822,8.05486,302.878,1.08888
ugv_edf,1.77184e+09,windy,16.6822,8.05486,302.878,1.08888
ugv_edf,1.77184e+09,windy,16.656,7.89736,302.144,1.03095
ugv_edf,1.77184e+09,windy,17.4164,9.08095,300.664,0.757498
ugv_edf,1.77184e+09,windy,17.1496,8.45131,296.431,0.613608
ugv_edf,1.77184e+09,windy,17.5731,7.76503,290.704,0.455419
ugv_edf,1.77184e+09,windy,17.7782,8.01003,274.07,0.403185
ugv_edf,1.77184e+09,windy,18.1246,7.12799,284.097,0.419778
ugv_edf,1.77184e+09,windy,18.6079,8.13298,276.112,0.411708
ugv_edf,1.77184e+09,sunny,19.0551,7.5828,276.87,0.368591
ugv_edf,1.77184e+09,sunny,19.3298,6.74578,271.758,0.268043
ugv_edf,1.77184e+09,sunny,19.5756,6.11346,270.713,0.231338
ugv_edf,1.77184e+09,sunny,19.5756,6.11346,270.713,0.231338
ugv_edf,1.77184e+09,sunny,19.7052,5.56152,271.106,0.19263
ugv_edf,1.77184e+09,sunny,19.9087,4.94396,270.565,0.177346
ugv_edf,1.77184e+09,sunny,20.0517,4.31943,269.734,0.130139
ugv_edf,1.77184e+09,sunny,20.4174,4.09991,267.58,0.103741
ugv_edf,1.77184e+09,sunny,20.7444,4.09492,264.928,0.0521681
ugv_edf,1.77184e+09,sunny,20.7974,3.92793,264.738,0.0582495
ugv_edf,1.77184e+09,sunny,21.414,3.96311,265.699,0.0260733
ugv_edf,1.77184e+09,sunny,20.6988,4.01544,264.241,0.00561829
ugv_edf,1.77184e+09,sunny,20.9412,3.61331,266.069,0.0097603
ugv_edf,1.77184e+09,sunny,20.756,3.44676,267.111,0.030237
ugv_edf,1.77184e+09,sunny,20.756,3.44676,267.111,0.030237
ugv_edf,1.77184e+09,sunny,20.6143,3.41075,267.846,0.00647113
ugv_edf,1.77184e+09,sunny,20.1938,3.11381,270.541,0
ugv_edf,1.77184e+09,sunny,20.2444,2.56084,271.727,0
ugv_edf,1.77184e+09,sunny,20.8693,2.62134,273.388,0.0351712
ugv_edf,1.77184e+09,sunny,20.6875,2.55434,275.013,0.0323106
ugv_edf,1.77184e+09,sunny,20.4783,2.33125,275.879,0.0104393
ugv_edf,1.77184e+09,sunny,20.6622,2.1916,274.635,0.012859
ugv_edf,1.77184e+09,sunny,20.2895,1.93744,272.487,0
ugv_edf,1.77184e+09,sunny,20.7854,2.01155,272.463,0.0108028
ugv_edf,1.77184e+09,sunny,20.8073,1.89835,274.479,0
ugv_edf,1.77184e+09,sunny,20.8073,1.89835,274.479,0
ugv_edf,1.77184e+09,sunny,20.9183,2.15407,270.096,0.021211
ugv_edf,1.77184e+09,sunny,20.5583,2.01733,269.967,0.0296068
ugv_edf,1.77184e+09,sunny,20.9382,2.03674,270.15,0.0218675
ugv_edf,1.77184e+09,sunny,21.1587,2.16475,265.672,0.00265006
ugv_edf,1.77184e+09,sunny,20.6706,1.89178,266.693,0
ugv_edf,1.77184e+09,sunny,20.2757,1.73402,265.591,0.00767506
ugv_edf,1.77184e+09,sunny,20.4801,1.37232,264.943,0.0197031
ugv_edf,1.77184e+09,sunny,20.5845,1.32999,265.819,0
ugv_edf,1.77184e+09,sunny,20.5501,1.6472,262.927,0.0227806
ugv_edf,1.77184e+09,sunny,20.3752,1.57369,263.576,0
ugv_edf,1.77184e+09,sunny,20.3752,1.57369,263.576,0
ugv_edf,1.77184e+09,sunny,20.8758,1.5675,265.241,0.0156677
ugv_edf,1.77184e+09,sunny,20.6622,1.30254,266.279,0
ugv_edf,1.77184e+09,sunny,20.9159,1.53219,267.71,0
ugv_edf,1.77184e+09,sunny,20.9509,1.57558,268.176,0
ugv_edf,1.77184e+09,sunny,21.0937,1.63195,266.796,0.0109079
ugv_edf,1.77184e+09,sunny,20.8982,1.4509,268.72,0.0383191
ugv_edf,1.77184e+09,sunny,21.2556,1.12009,269.634,0.0179326
ugv_edf,1.77184e+09,sunny,20.9164,1.20252,270.916,0.0108059
ugv_edf,1.77184e+09,sunny,21.0565,1.36341,274.34,0.0298755
ugv_edf,1.77184e+09,sunny,20.508,1.33548,274.004,0.0293269
ugv_edf,1.77184e+09,sunny,20.508,1.33548,274.004,0.0293269
ugv_edf,1.77184e+09,sunny,20.3533,1.23892,272.5,0.0206925
ugv_edf,1.77184e+09,sunny,20.3861,1.87736,276.193,0.0476798
ugv_edf,1.77184e+09,sunny,20.3042,1.74969,276.945,0.0269657
ugv_edf,1.77184e+09,sunny,20.9447,1.71968,276.353,0.0153379
ugv_edf,1.77184e+09,sunny,21.3476,1.84438,273.558,0.0214865
ugv_edf,1.77184e+09,sunny,20.8047,1.84389,278.242,0.00232903
ugv_edf,1.77184e+09,sunny,21.2252,1.97758,277.733,0
ugv_edf,1.77184e+09,sunny,21.247,1.75279,278.963,0.0275734
ugv_edf,1.77184e+09,sunny,21.0662,1.34837,279.572,0.0732997
ugv_edf,1.77184e+09,sunny,21.3061,1.4445,278.258,0.0365672
ugv_edf,1.77184e+09,sunny,21.3061,1.4445,278.258,0.0365672
ugv_edf,1.77184e+09,sunny,21.2032,1.41642,277.209,0.0588209
ugv_edf,1.77184e+09,sunny,21.5777,1.7621,277.044,0.0900201
ugv_edf,1.77184e+09,sunny,21.4189,1.66214,275.798,0.0910754
ugv_edf,1.77184e+09,sunny,21.0043,1.94227,272.046,0.0830682
ugv_edf,1.77184e+09,sunny,20.2372,1.68992,267.708,0.0937771
ugv_edf,1.77184e+09,sunny,20.1799,1.83965,267.715,0.0663853
ugv_edf,1.77184e+09,sunny,20.5823,1.86085,269.728,0.0587783
ugv_edf,1.77184e+09,sunny,20.9221,2.34494,271.553,0.0489947
ugv_edf,1.77184e+09,sunny,21.1618,1.85602,272.245,0.0404013
ugv_edf,1.77184e+09,sunny,20.5625,1.96223,273.174,0.0438017
ugv_edf,1.77184e+09,sunny,20.5625,1.96223,273.174,0.0438017
ugv_edf,1.77184e+09,sunny,20.5257,2.01975,268.152,0.0379008
ugv_edf,1.77184e+09,sunny,20.4528,2.22037,266.077,0.0453131
ugv_edf,1.77184e+09,sunny,20.8366,2.22993,265.432,0.0355017
ugv_edf,1.77184e+09,sunny,20.5519,2.32792,268.122,0.011764
ugv_edf,1.77184e+09,sunny,20.2613,2.10027,268.158,0.0197528
ugv_edf,1.77184e+09,sunny,20.0565,2.12569,267.192,0
ugv_edf,1.77184e+09,sunny,19.9749,2.00057,269.004,0
ugv_edf,1.77184e+09,sunny,20.4176,2.20212,269.396,0.0128135
ugv_edf,1.77184e+09,sunny,20.5911,2.12155,273.073,0.00687662
ugv_edf,1.77184e+09,cloudy,20.974,2.97166,269.276,0.0880204
ugv_edf,1.77184e+09,cloudy,20.974,2.97166,269.276,0.0880204
ugv_edf,1.77184e+09,cloudy,21.0305,3.38509,274.938,0.236891
ugv_edf,1.77184e+09,cloudy,20.6302,4.22789,275.596,0.457637
ugv_edf,1.77184e+09,cloudy,20.5079,4.16111,279.398,0.434343
ugv_edf,1.77184e+09,cloudy,19.7449,4.45772,277.427,0.483201
ugv_edf,1.77184e+09,cloudy,19.448,4.68474,285.233,0.464533
ugv_edf,1.77184e+09,cloudy,19.4636,4.72131,282.289,0.778796
ugv_edf,1.77184e+09,cloudy,20.2637,4.78464,280.904,0.722265
ugv_edf,1.77184e+09,cloudy,19.9974,4.33725,278.311,0.813514
ugv_edf,1.77184e+09,cloudy,19.9478,3.94306,280.73,0.830875
ugv_edf,1.77184e+09,cloudy,19.9165,3.50207,284.068,0.824325
ugv_edf,1.77184e+09,cloudy,19.9165,3.50207,284.068,0.824325
ugv_edf,1.77184e+09,cloudy,19.9238,3.30543,280.576,0.980731
ugv_edf,1.77184e+09,cloudy,20.5384,3.80058,279.632,1.22556
